CUI	UMLS_PREF	INCORRECT
C1151600	methionine sulfoxide reductase activity	methionine sulfoxide reductase
C1152041	methionine adenosyltransferase activity	methionine adenosyltransferase
C1281173	entire mesovarium	mesovarium
C1289377	entire mesotympanum	mesotympanum
C0446686	entire meninges of spinal cord (body structure)	cord meninges spinal
C1280680	entire membranous labyrinth	labyrinths membranous
C1280680	entire membranous labyrinth	membranous labyrinth
C1305379	entire amnion	membrane amniotic
C1149488	melanin-concentrating hormone activity	melanin-concentrating hormone
C0243119	medicolegal aspects	medicolegal aspects
C0220785	anthropological	anthropological
C0699032	hierarchy	hierarchi
C0079107	chemical aspects	aspects chemical
C1279630	entire lateral sural cutaneous nerve	cutaneous lateral nerves sural
C1279077	entire medial epicondyle of humerus	epicondyle humerus medial
C1306482	entire medial cuneiform	medial cuneiform
C0582798	entire collateral ulnar ligament of elbow (body structure)	medial collateral ligament elbow
C0205464	pharmacological	mechanism action of
C1269076	entire subtalar joint	joint subtalar
C1280244	entire maxillary tuberosity	maxillary tuberosity
C1281228	entire masseteric nerve	masseteric nerve
C1321534	entire posterior wall of urinary bladder	posterior bladder wall
C1269540	entire paraurethral gland	gland skene's
C0220831	forecasting aspects	forecasting
C1150604	erk activator kinase activity	mapkk
C1305760	entire manubrium sterni	manubrium sterni
C1280646	entire manubriosternal joint	manubriosternal joint
C1152142	mannosyltransferase activity	mannosyltransferase
C1281532	entire cuticle of nail	cuticle nail
C1151163	malic enzyme activity	malic enzyme
C1150418	maleylacetoacetate isomerase activity	maleylacetoacetate isomerase
C1150246	acrosin activity	acrosin
C1289623	entire forceps major	major forceps
C1280363	entire main bronchus	main bronchus
C1269901	entire foramen magnum	magnum foramen
C1280974	entire lymphoreticular system	lymphoreticular system
C1283883	entire lymphoid organ	lymphoid organs
C1283883	entire lymphoid organ	lymphoid organ
C1280315	entire pelvic lymph node	lymph nodes pelvic
C1279046	entire cervical lymph node	lymph node cervical
C1279017	entire skin of thigh	skin thigh
C1278994	entire skin of forehead	forehead skin
C1278995	entire skin of cheek	cheek skin
C1282608	entire muscle of lower back	back lower muscle
C1281253	entire lumbar splanchnic nerve	lumbar splanchnic nerve
C1279121	entire lateral condyle of tibia	condyle lateral tibia
C1305299	entire ethmoidal artery (body structure)	arteries ethmoid
C1280189	entire vein of trunk	vein trunk
C1305013	entire longissimus thoracis muscle	longissimus thoracis
C1280367	entire lobe of lung	lobe of lung
C0036525	metastatic to	metastatics
C0678227	causing (attribute)	caus
C1306795	entire surface region of wrist (body structure)	region wrist
C1278911	entire lip	lipped
C1305920	entire patellar ligament	ligamentum patellae
C1269085	entire ligament of ankle joint	ligament of ankle
C1140091	ai/rheum	airs
C0235146	euphoric mood	highs
C1267316	entire left vertebral artery	left vertebral artery
C1280043	entire left upper quadrant of abdomen	left upper quadrant abdomen
C1267476	entire left testicular vein	left testicular vein
C1269886	entire left subclavian artery	left subclavian artery
C1281197	entire left ovary	left ovaries
C1281963	entire left occipital lobe	left occipital lobe
C1267299	entire left middle cerebral artery	left middle cerebral artery
C0226029	entire left coronary artery	left main stem
C1305713	entire left main bronchus	left main bronchus
C1280048	entire lower abdominal quadrant	lower abdominal quadrant
C1289056	entire left lateral ventricle	left lateral ventricle
C1280184	entire inferior cerebral vein	inferior cerebral vein
C1305142	entire left margin of heart	left heart border
C1281374	entire digit of hand	hand digit
C1281581	entire left femoral artery	left femoral artery
C1281371	entire left common iliac artery	left common iliac artery
C1267289	entire left anterior cerebral artery	left anterior cerebral artery
C1151921	acyltransferase activity	acyltransferase
C0458403	entire layer of kidney (body structure)	kidney layers
C1268982	entire lateral ventricle	brain lateral ventricles
C1305402	entire sulcus terminalis cordis	sulcus terminalis
C1289704	entire lateral spinothalamic tract	lateral spinothalamic tract
C1269071	entire patellofemoral joint	joint patellofemoral
C0447274	entire maxillary right lateral incisor tooth (body structure)	lateral incisor
C1279545	entire lateral epicondyle of femur	lateral epicondyle of femur
C1278854	entire lateral femoral cutaneous nerve	cutaneous lateral nerve thigh
C1269084	entire lateral collateral ligament of knee joint	lateral collateral knee ligament
C1289286	entire retina of both eyes	eyes retina
C1280928	entire lacunar ligament	lacunar ligament
C1281353	entire lacteal	lacteal
C1280331	entire left colic flexure	colon flexure of splenic
C1280398	entire mucous membrane of lip	labial mucosa
C1305583	entire transverse process of fifth lumbar vertebra (body structure)	l5 transverse process
C1305578	entire transverse process of first lumbar vertebra (body structure)	l1 transverse process
C1279172	entire ligament of knee joint	joint knee ligaments
C0040745	entire transplanted kidney (body structure)	kidneys transplant
C1269588	entire inferior pole of kidney	kidney inferior pole
C1281091	entire capsule of kidney	kidney capsule
C1278978	entire kidney	kidnei
C1150587	jnk activity	jun kinase
C1280308	entire jugular lymph node	jugular lymph node
C1279144	entire hip joint	hips joints
C0447697	entire joint of head and neck (body structure)	head joints neck
C1267117	entire zygapophyseal joint	joint facet
C1273020	entire jaw region	jawing
C1273020	entire jaw region	jawed
C1150611	jak activity	janus kinase
C0677510	roman numeral IV	iving
C1281675	entire skin of upper back	skin upper back
C0017399	genetic aspects	genetic aspect
C1151237	isocitrate dehydrogenase activity	isocitrate dehydrogenase
C1149626	isoamylase activity	isoamylase
C1278891	entire iris	iri
C0448447	entire intrinsic hand muscle (body structure)	hand intrinsic muscles
C1281333	entire intestinal lymph node	intestinal lymph nodes
C1150255	enteropeptidase activity	enteropeptidase
C1280546	entire intervillous space	intervillous space
C1282604	entire intervertebral space	intervertebral spaces
C1281034	entire interventricular foramen	interventricular foramen
C0559817	entire trochanteric section of femur (body structure)	intertrochanteric region
C1280162	entire internal pudendal artery	internal pudendal artery
C0447037	entire carotid bifurcation (body structure)	internal carotid bifurcation
C1305659	entire intermediate cuneiform	intermediate cuneiform
C1023865	laser plant	lasered
C1269872	entire intercostal space	intercostal spaces
C1279045	entire intercostal muscle	intercostals muscle
C0005768	in blood	blood ins
C0750480	count	counted
C1321539	entire vastus lateralis muscle	lateralis vastus
C1281962	entire right occipital lobe	lobe occipital right
C1276270	entire blood vessel of head	head blood vessel
C1280970	entire inguinal ring	inguinal rings
C1279181	entire infrapatellar bursa	bursa infrapatellar
C1281630	entire right middle ear	ear middle right
C1281400	entire skin of lower back	of lower back skin
C1281327	entire artery of abdomen	artery abdominal
C0150229	infertility supportive management	infertiliti
C1305412	entire inferior wall of orbit	inferior orbital wall
C0224133	entire inferior oblique	inferior oblique
C1269889	entire inferior epigastric artery	inferior epigastric artery
C1281050	entire inferior cervical ganglion	cervical ganglions inferior
C1279142	entire joint of finger	of finger joint
C1281960	entire left parietal lobe	left lobe parietal
C0452120	poisoning by iminostilbenes	iminostilbenes
C0481145	adverse effects of iminostilbenes	iminostilbenes
C1280984	entire nasal cartilage	cartilage nasal
C1269062	entire bone of wrist	of wrist bone
C1282429	entire iliac lymph node (body structure)	iliac node
C1149192	il-15r activity	il-15r
C1269023	entire superior vena cava	cava superior vena
C0439068	upper case eye	ies
C0439135	lower case eye	ies
C1281535	entire hyponychium	hyponychium
C1305753	entire hypoglossal nerve	cranial nerve xii
C1280388	entire upper lip	lips upper
C0227805	entire carunculae hymenales	hymenal caruncle
C1150903	hydroxymethylbilane synthase activity	hydroxymethylbilane synthase
C1281199	entire mental nerve	nerve mental
C1279082	entire surgical neck of humerus	humerus surgical neck
C1281484	entire embryo stage	embryo stage
C1149826	carboxylesterase activity	carboxylesterase
C0392912	entire body system (body structure)	bodies systems
C0348026	diagnostic	diagnosised
C1321512	entire visual system	system visual
C1314792	etiology	etiologys
C1304903	entire hook of hamate bone	hook of hamate
C1304903	entire hook of hamate bone	hook hamate
C1278930	entire sphincter of oddi	oddi of sphincter
C0019665	history	historical aspects
C1150829	histidine decarboxylase activity	histidine decarboxylase
C1279144	entire hip joint	hips joint
C1280687	entire hilum of lung	hilum lungs
C0005839	blood supply aspects	vasculatures
C1149794	arginine deiminase activity	arginine deiminase
C0699032	hierarchy	hierarchies
C1305596	entire body of sixth thoracic vertebra (body structure)	body t6 vertebral
C1267604	entire hepatic sinusoid	hepatic sinusoid
C1149095	hemocyanin activity	hemocyanin
C1305708	entire right branch of hepatic artery	right hepatic artery
C0019080	hemorrhage	hemming
C0011053	deafness	hearring
C0018684	health	healthing
C0459940	entire l4 vertebra	l4 vertebra
C1283871	entire proximal phalanx of hand	hand proximal phalanx
C1283904	entire hair shaft	hairs shaft
C1282625	entire hair papilla	hair papilla
C1282622	entire hair cortex	hair cortex
C1289023	entire right maxillary sinus	maxillary right sinus
C1281023	entire gyrus rectus	gyrus rectus
C1152534	guanylate cyclase activator activity	guanylin
C1288305	entire eyelash	eyelashs
C1305382	entire bartholin's gland	greater vestibular gland
C1279080	entire greater tuberosity of humerus	greater tuberosity of humerus
C1280939	entire great cardiac vein	cardiac great veins
C1149760	glycosylceramidase activity	glycosylceramidase
C1152162	glycogen phosphorylase activity	glycogen phosphorylase
C1150471	glycerol kinase activity	glycerol kinase
C1153039	glutamate transporter activity	glutamate transporter
C1150315	glucose-6-phosphate isomerase activity	glucose-6-phosphate isomerase
C1152793	glucagon receptor activity	glucagon receptor
C1305625	entire anal gland	gland anal
C1280386	entire gingival sulcus	gingival crevice
C1283794	entire genitourinary tract	genitourinary tracts
C1281767	entire genital tubercle	genital tubercle
C1304963	entire geniohyoid muscle	geniohyoid
C0578894	entire spina mentalis (body structure)	genial tubercle
C1281182	entire gastrointestinal tract	tract gastrointestinal
C1280772	entire inferior esophageal sphincter	gastroesophageal sphincter
C1280603	entire gastrocolic ligament	gastrocolic ligament
C1280781	entire gastric rugae	gastric rugae
C1281673	entire gastric artery	arteries gastric
C0555951	entire gallbladder fossa of liver (body structure)	gallbladder bed
C1151285	galactose oxidase activity	galactose oxidase
C1148669	gaba-a receptor activity	gaba-a receptor
C1281957	entire frontal pole	frontal poles
C1269576	entire broca's area	area broca's
C1283906	entire inner root sheath	inner root sheath
C1150960	fumarate hydratase activity	fumarate hydratase
C1150049	fucosidase activity	fucosidase
C1150442	fructokinase activity	fructokinase
C1305242	entire l2 vertebra	vertebra l2
C0448058	entire olecranon (body structure)	olecranon process ulna
C1269061	entire shaft of humerus	shaft of humerus
C1279113	entire shaft of femur	shaft of femur
C0521457	foetal	fetos
C1279155	entire iliac fossa	fossa iliac
C1306819	entire prepuce	foreskins
C1279011	entire skin of foot	foots skin
C1279650	entire ball of foot	foot ball
